step,model,train_start,train_end,test_start,test_end,score_train,mu_ann_train,sigma_q_0.9_train,risk_violation_train,realized_return_test,realized_vol_test,realized_mu_ann_test,n_assets,evaluated_portfolios_train,weights_json
99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00,-0.00849531131453062,-0.0031727825097433507,0.26131330716827217,0.0,-0.013494948855028,0.11537305585220131,-0.1630419991677292,5,10,"{""IRAO"": 0.38237347919088893, ""MOEX"": 0.21258991480024425, ""SBER"": 0.24998116979251486, ""USD000UTSTOM"": 0.08779444531521415, ""MGNT"": 0.06726099090113793}"
