date,daily_log_return,equity,drawdown,model,step,score_train,realized_return_test,n_assets
2026-03-20,-0.0011042481725411096,0.9988963612851207,0.0,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-03-23,-0.013186842429799077,0.9858105423085487,-0.013100276949388978,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-03-24,0.0013326255649648445,0.9871251343743904,-0.01178423244588267,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-03-25,-0.002385368668860597,0.9847732831379018,-0.014138682144210657,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-03-26,-0.0052747258058956645,0.9795925495747286,-0.01932513968271643,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-03-27,-0.006788466921104835,0.9729651383876405,-0.025959873218597607,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-03-30,0.004060436614848473,0.9769238332363128,-0.021996804573939377,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-03-31,-0.008097696564333559,0.9690449439489393,-0.029884398915795862,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-01,0.0007379872278926923,0.9697603506888769,-0.02916820175294177,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-02,-0.0012128650422011916,0.9685848752508447,-0.030344975924508355,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-03,-0.002933536052578056,0.9657476601703475,-0.03318532572500921,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-06,0.013332177293853196,0.9787093912535004,-0.02020927376855086,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-07,-0.0007368505163547624,0.9779884943624347,-0.020930967148370838,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-08,-0.004870648691722933,0.9732366376882027,-0.02568807394983974,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-09,-0.006272734696809351,0.9671508895592417,-0.03178054596678803,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-10,-0.004644182347937607,0.9626696783056471,-0.03626670832283996,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-13,-0.002074757379717045,0.9606744428168571,-0.0382641482636793,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-14,-0.0023084713938947726,0.9584593111145632,-0.04048172737213063,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-15,0.008108691631162585,0.9662627572215716,-0.032669659564646514,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-16,0.00024056306715355697,0.9664952323154647,-0.03243692761876782,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
2026-04-17,-0.0018792904816868077,0.9646806126575668,-0.03425355217385517,deepseek/deepseek-v4-pro,99.0,0.09670505649079601,-0.03531938734243323,5.0
