iteration,source,score,weights,valid,mu_ann,sigma_ann,sigma_q_0.8,sigma_q_0.9,sigma_q_0.95,mean_sigma_ann,median_sigma_ann,mean_var_ann,median_var_ann,risk_violation,concentration,n_assets,step,model,train_start,train_end,test_start,test_end
0,llm,-0.030296410372678446,"{""IRAO"": 0.35, ""SBER"": 0.25, ""MOEX"": 0.2, ""MGNT"": 0.1, ""UPRO"": 0.1}",1,-0.02539641037267845,0.303635500141171,0.27129202925927315,0.303635500141171,0.32178960553564,0.20144057447238284,0.1901765401892503,0.04520837772418127,0.03616711643835353,0.0,0.245,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
0,llm,-0.0027844707537738977,"{""SBER"": 0.2, ""FLOT"": 0.2, ""EUR_RUB__TOM"": 0.15, ""FXIT"": 0.15, ""HEAD"": 0.15, ""MOEX"": 0.15}",1,0.0006155292462261025,0.24041453770252935,0.19878866058555886,0.24041453770252935,0.26186535760160357,0.1517814412915429,0.1462513931619048,0.026294253445236063,0.021389470001798055,0.0,0.17,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
0,llm,0.09569745433999521,"{""LQDT"": 0.2, ""EUR_RUB__TOM"": 0.2, ""AKMB"": 0.15, ""TBRU"": 0.15, ""IRAO"": 0.15, ""SBER"": 0.15}",1,0.09909745433999521,0.09710403491079067,0.08541934592647586,0.09710403491079067,0.1156492696272225,0.06399278451917624,0.05710906976165666,0.004708329039140679,0.003261445849041767,0.0,0.17,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
1,llm,0.10573510376234434,"{""LQDT"": 0.25, ""EUR_RUB__TOM"": 0.2, ""AKMB"": 0.15, ""TBRU"": 0.15, ""SBER"": 0.15, ""IRAO"": 0.1}",1,0.10933510376234434,0.0839761082845407,0.07430968210277082,0.0839761082845407,0.09851544420222727,0.05510675294991505,0.049473078810539396,0.00355674948101508,0.002447585526993842,0.0,0.18,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
1,llm,0.02314430491704626,"{""SBER"": 0.25, ""MOEX"": 0.2, ""IRAO"": 0.2, ""FLOT"": 0.15, ""EUR_RUB__TOM"": 0.1, ""LQDT"": 0.1}",1,0.02684430491704626,0.2547011719627149,0.21978276799511773,0.2547011719627149,0.2771272106452295,0.1662469772711307,0.15686069951834244,0.03111971885990955,0.02460527905338372,0.0,0.18500000000000003,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
1,llm,0.07330649495818617,"{""SBER"": 0.15, ""IRAO"": 0.15, ""MOEX"": 0.15, ""LQDT"": 0.15, ""AKMB"": 0.1, ""TBRU"": 0.1, ""FXIT"": 0.1, ""HEAD"": 0.1}",1,0.07590649495818617,0.16406439831397449,0.14177804684491477,0.16406439831397449,0.18173242289634386,0.10590647785573837,0.10000805467401139,0.012735518636576614,0.01000161099968005,0.0,0.13,8,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
2,llm,0.09672704337181666,"{""LQDT"": 0.2, ""EUR_RUB__TOM"": 0.2, ""AKMB"": 0.15, ""TBRU"": 0.15, ""SBER"": 0.15, ""IRAO"": 0.1, ""MOEX"": 0.05}",1,0.09992704337181665,0.09893126240287378,0.08834954431921833,0.09893126240287378,0.11241481418757908,0.06432110277343213,0.05759529901949218,0.004806249451068059,0.003317218469144717,0.0,0.16,7,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
2,llm,0.04860554159658584,"{""SBER"": 0.2, ""IRAO"": 0.2, ""MOEX"": 0.15, ""LQDT"": 0.15, ""EUR_RUB__TOM"": 0.1, ""FLOT"": 0.1, ""AKMB"": 0.1}",1,0.05170554159658584,0.2037669804358292,0.1766957908192622,0.2037669804358292,0.22443448816367456,0.13408553510259136,0.1265865244477982,0.020273139714662974,0.01602414817177301,0.0,0.15500000000000003,7,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
2,llm,0.1188479765224641,"{""LQDT"": 0.25, ""AKMB"": 0.2, ""TBRU"": 0.2, ""EUR_RUB__TOM"": 0.15, ""FXIT"": 0.1, ""SBER"": 0.1}",1,0.12254797652246409,0.05092051033348787,0.04226369878767418,0.05092051033348787,0.057781944028332956,0.03337758121421729,0.03053565153611815,0.001399992300804228,0.0009324260147352347,0.0,0.18500000000000003,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
3,llm,0.10247787927108701,"{""LQDT"": 0.25, ""AKMB"": 0.2, ""TBRU"": 0.2, ""EUR_RUB__TOM"": 0.2, ""FXIT"": 0.15}",1,0.10657787927108701,0.02617958192348996,0.024202141226724767,0.02617958192348996,0.02809815381851447,0.019724316071482523,0.017684422080892805,0.00046749359242726,0.000312738784335169,0.0,0.20500000000000002,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
3,llm,0.08380529191176779,"{""LQDT"": 0.15, ""AKMB"": 0.15, ""TBRU"": 0.15, ""EUR_RUB__TOM"": 0.15, ""SBGB"": 0.1, ""SBCB"": 0.1, ""FXIT"": 0.1, ""USD000UTSTOM"": 0.1}",1,0.0864052919117678,0.053899401384570195,0.042023725800906964,0.053899401384570195,0.07023316528345229,0.03307758513197551,0.027857856937394027,0.0013313510908764925,0.0007760601931443126,0.0,0.13,8,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
3,llm,0.07773219175839191,"{""LQDT"": 0.15, ""AKMB"": 0.15, ""TBRU"": 0.15, ""EUR_RUB__TOM"": 0.15, ""FXIT"": 0.1, ""SBER"": 0.1, ""IRAO"": 0.05, ""MOEX"": 0.05, ""HEAD"": 0.05, ""FLOT"": 0.05}",1,0.08013219175839191,0.10198414764921737,0.08665104759499034,0.10198414764921737,0.11415931945955163,0.06598852642545121,0.061042848952843266,0.005060463346827276,0.003726229408279638,0.0,0.12,10,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
4,llm,0.11815456439241252,"{""LQDT"": 0.25, ""AKMB"": 0.2, ""TBRU"": 0.15, ""EUR_RUB__TOM"": 0.15, ""FXIT"": 0.1, ""SBER"": 0.15}",1,0.12175456439241253,0.062243494022349605,0.05568315280419557,0.062243494022349605,0.07127580406277455,0.041106466299298365,0.03739846015531155,0.0021134867766778274,0.0013986448219884256,0.0,0.18,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
4,llm,0.12846232462294724,"{""LQDT"": 0.30000000000000004, ""AKMB"": 0.20000000000000004, ""TBRU"": 0.20000000000000004, ""EUR_RUB__TOM"": 0.10000000000000002, ""FXIT"": 0.10000000000000002, ""SBER"": 0.10000000000000002}",1,0.13246232462294724,0.0509139572791306,0.04238923111648391,0.0509139572791306,0.057813898409556336,0.0332293076728499,0.02993225296556556,0.0013940608629394752,0.0008959397675946083,0.0,0.20000000000000007,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
4,llm,0.11766648435635713,"{""LQDT"": 0.2, ""AKMB"": 0.2, ""TBRU"": 0.2, ""EUR_RUB__TOM"": 0.15, ""FXIT"": 0.1, ""SBER"": 0.15}",1,0.12116648435635713,0.06512250628420133,0.05712968270589066,0.06512250628420133,0.07464955485776875,0.04263218646966789,0.03888997619254488,0.0022766206474042726,0.0015124302482567077,0.0,0.17500000000000002,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
5,llm,0.10953583090930478,"{""LQDT"": 0.2, ""AKMB"": 0.2, ""TBRU"": 0.15, ""SBER"": 0.15, ""FXIT"": 0.15, ""EUR_RUB__TOM"": 0.15}",1,0.11293583090930479,0.06214948001478772,0.055692473569689344,0.06214948001478772,0.07126866175351132,0.04106614121238868,0.037398767218523386,0.0021100045373349165,0.0013986677894652997,0.0,0.17,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
5,llm,0.128617685310105,"{""LQDT"": 0.3, ""AKMB"": 0.25, ""TBRU"": 0.15, ""FXIT"": 0.1, ""SBER"": 0.1, ""EUR_RUB__TOM"": 0.1}",1,0.132717685310105,0.04963773758290146,0.042851043399583656,0.04963773758290146,0.05659045187073656,0.033314626345202596,0.029930645230754165,0.001411948508485699,0.000895843523929267,0.0,0.20500000000000002,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
5,llm,0.0856859811749283,"{""LQDT"": 0.15, ""AKMB"": 0.15, ""TBRU"": 0.15, ""EUR_RUB__TOM"": 0.15, ""FXIT"": 0.1, ""SBER"": 0.1, ""USD000UTSTOM"": 0.1, ""SBCB"": 0.1}",1,0.08828598117492831,0.0635962931608651,0.05190605098363377,0.0635962931608651,0.07488327701406655,0.04023708946461104,0.0352251796789356,0.0018990466380197997,0.0012408132834132973,0.0,0.13,8,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
6,llm,0.14711366216217373,"{""LQDT"": 0.35000000000000003, ""AKMB"": 0.30000000000000004, ""TBRU"": 0.15000000000000002, ""FXIT"": 0.10000000000000002, ""SBER"": 0.10000000000000002}",1,0.15221366216217372,0.05185879583120996,0.045168090995105194,0.05185879583120996,0.059079772175060885,0.03510259234369518,0.031465813368467196,0.00158516334050145,0.000990097410939209,0.0,0.25500000000000006,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
6,llm,0.13863956799190816,"{""LQDT"": 0.3, ""AKMB"": 0.25, ""TBRU"": 0.2, ""FXIT"": 0.15, ""SBER"": 0.1}",1,0.14313956799190816,0.05302966484237921,0.04463286192690994,0.05302966484237921,0.06022608640594242,0.034865322689858654,0.031652231605940655,0.0015533865160129096,0.0010018637656361085,0.0,0.225,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
6,llm,0.12839438398823905,"{""LQDT"": 0.3, ""AKMB"": 0.25, ""TBRU"": 0.15, ""FXIT"": 0.1, ""SBER"": 0.1, ""EUR_RUB__TOM"": 0.05, ""IRAO"": 0.05}",1,0.13239438398823905,0.05959003031001218,0.05249355336567002,0.05959003031001218,0.07032854339913992,0.03999964268720881,0.03600774640705857,0.0019572643881627617,0.0012965578013150393,0.0,0.2,7,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
7,llm,0.14789515432828063,"{""LQDT"": 0.4, ""AKMB"": 0.3, ""TBRU"": 0.15, ""FXIT"": 0.1, ""SBER"": 0.05}",1,0.15359515432828064,0.03877479721629515,0.033017473968124274,0.03877479721629515,0.04290718240149172,0.027144365593565933,0.024133809403415186,0.0009499518859349328,0.0005824407563203713,0.0,0.28500000000000003,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
7,llm,0.14705830147501595,"{""LQDT"": 0.35, ""AKMB"": 0.25, ""TBRU"": 0.2, ""FXIT"": 0.1, ""SBER"": 0.1}",1,0.15195830147501593,0.05303333621068005,0.044650224443820975,0.05303333621068005,0.06026093449939639,0.03491683569330522,0.031693761079958235,0.0015571289069804609,0.0010044944913934755,0.0,0.245,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
8,llm,0.16416059472675237,"{""LQDT"": 0.4, ""AKMB"": 0.4, ""TBRU"": 0.2}",1,0.17136059472675239,0.03823212177217978,0.0338447538063225,0.03823212177217978,0.04366997212124063,0.028581741957734694,0.024586742007599225,0.0010260454776584152,0.0006045078825482445,0.0,0.3600000000000001,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
8,llm,0.16321840977949156,"{""LQDT"": 0.4, ""AKMB"": 0.35, ""TBRU"": 0.15, ""SBER"": 0.1}",1,0.16951840977949156,0.0544921869441346,0.0476240138966294,0.0544921869441346,0.06160408499700337,0.03723083993792266,0.0334478570033643,0.0017889401512152963,0.0011187591381175064,0.0,0.315,4,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
8,llm,0.15592580777533302,"{""LQDT"": 0.4, ""AKMB"": 0.3, ""TBRU"": 0.2, ""SBER"": 0.05, ""FXIT"": 0.05}",1,0.161825807775333,0.042291331311925216,0.03457469262933409,0.042291331311925216,0.04687706176721309,0.029147632272054528,0.02584746920628557,0.0010884350051949493,0.0006680916643698808,0.0,0.29500000000000004,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
9,llm,0.16442708995985178,"{""LQDT"": 0.48, ""AKMB"": 0.34, ""TBRU"": 0.18}",1,0.17199508995985177,0.033572215243172034,0.0293778491722626,0.033572215243172034,0.0375077435408183,0.02490196304710068,0.0215554766541846,0.000775455628762563,0.0004646385737890973,0.0,0.3784,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
9,llm,0.16427768246631144,"{""LQDT"": 0.42, ""AKMB"": 0.38, ""TBRU"": 0.2}",1,0.17149368246631144,0.0372043234661046,0.032774127311848075,0.0372043234661046,0.04182394345780096,0.02761960262452349,0.023865715484059875,0.0009561573844482867,0.0005695723755660952,0.0,0.3608,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
9,llm,0.16342147047965846,"{""LQDT"": 0.38000000000000006, ""AKMB"": 0.3400000000000001, ""TBRU"": 0.20000000000000004, ""SBER"": 0.08000000000000002}",1,0.16954947047965846,0.05189939984924213,0.04371336055090463,0.05189939984924213,0.05825559827691072,0.035315529945891315,0.031965135128023764,0.0016068565062643356,0.001021769863752819,0.0,0.3064000000000001,4,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
10,llm,0.16442603342454773,"{""LQDT"": 0.5, ""AKMB"": 0.3, ""TBRU"": 0.2}",1,0.17202603342454773,0.032640879109369775,0.028109917570355393,0.032640879109369775,0.03466332612761158,0.023867765057795066,0.021035043600339535,0.0007065520747702877,0.00044247305926818517,0.0,0.38,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
10,llm,0.1642052340395946,"{""LQDT"": 0.4, ""AKMB"": 0.35, ""TBRU"": 0.25}",1,0.1711052340395946,0.038609541825744484,0.033493761406147564,0.038609541825744484,0.041139663321329414,0.02833563163473234,0.025025712300352918,0.00099690136902364,0.0006262862761400354,0.0,0.34500000000000003,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
10,llm,0.15585672003577392,"{""LQDT"": 0.38, ""AKMB"": 0.32, ""TBRU"": 0.2, ""SBER"": 0.05, ""FXIT"": 0.05}",1,0.16169272003577392,0.04317961792236428,0.03569509544188148,0.04317961792236428,0.047847865873289507,0.030025403903711525,0.02664914391084351,0.0011569438023258062,0.0007101768711808477,0.0,0.2918,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
11,llm,0.1643523063721464,"{""LQDT"": 0.48, ""AKMB"": 0.37, ""TBRU"": 0.15}",1,0.1721483063721464,0.03416489233577318,0.029440164016074553,0.03416489233577318,0.03936959740529394,0.025186199784523872,0.021507659811034224,0.0007988985293594045,0.00046257943054717676,0.0,0.3898,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
11,llm,0.16421230617702615,"{""LQDT"": 0.4, ""AKMB"": 0.36, ""TBRU"": 0.24}",1,0.17115630617702615,0.03898529825547332,0.03340748327466137,0.03898529825547332,0.041423577692182925,0.02835817710767753,0.02497565918527166,0.0010008764650102982,0.0006237835517388446,0.0,0.3472,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
11,llm,0.15430397097764575,"{""LQDT"": 0.35, ""AKMB"": 0.3, ""TBRU"": 0.2, ""SBER"": 0.05, ""FXIT"": 0.05, ""SBGB"": 0.05}",1,0.15950397097764576,0.04428937788397744,0.03834478356130957,0.04428937788397744,0.05051572511948327,0.0314350054047616,0.028049139052376028,0.0012858598130249704,0.000786754201579526,0.0,0.26,6,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
12,llm,0.16439000222029265,"{""LQDT"": 0.46, ""AKMB"": 0.36, ""TBRU"": 0.18}",1,0.17186200222029266,0.03463326760763261,0.03044086254242222,0.03463326760763261,0.03934536174305712,0.025857046034929117,0.02224584023960395,0.0008381474523983859,0.0004948774079659823,0.0,0.3736,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
12,llm,0.16138235982917334,"{""LQDT"": 0.4000000000000001, ""AKMB"": 0.30000000000000004, ""TBRU"": 0.20000000000000004, ""SBGB"": 0.10000000000000002}",1,0.16738235982917335,0.03832527143321848,0.034158234541848825,0.03832527143321848,0.04220799447801422,0.028827582696698766,0.024599897553667815,0.0010715651523693316,0.0006051549596509518,0.0,0.3000000000000001,4,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
12,llm,0.16389990194559853,"{""LQDT"": 0.45, ""AKMB"": 0.35, ""TBRU"": 0.15, ""SBER"": 0.05}",1,0.17089990194559854,0.04244623271758725,0.03605403208587338,0.04244623271758725,0.045562467729427764,0.029539633057549253,0.02604958989205164,0.0011268979986617611,0.0006785811335440788,0.0,0.35,4,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
13,llm,0.16442547395264062,"{""LQDT"": 0.47, ""AKMB"": 0.34, ""TBRU"": 0.19}",1,0.17187747395264064,0.03406742181673135,0.02999990430207844,0.03406742181673135,0.037834310689441354,0.025308778403484125,0.021982673997434837,0.0008000196654886805,0.0004832379560774978,0.0,0.3726,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
13,llm,0.14528343076190137,"{""LQDT"": 0.35000000000000003, ""AKMB"": 0.30000000000000004, ""TBRU"": 0.15000000000000002, ""SBER"": 0.10000000000000002, ""LKOH"": 0.10000000000000002}",1,0.15038343076190136,0.07809981977926084,0.0646979317973139,0.07809981977926084,0.10184969759236523,0.054245515703187475,0.05054496272838673,0.0034815797228078113,0.002554793257214004,0.0,0.25500000000000006,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
13,llm,0.14908864049675685,"{""LQDT"": 0.4, ""AKMB"": 0.3, ""TBRU"": 0.2, ""SBGB"": 0.05, ""SBHI"": 0.05}",1,0.15498864049675684,0.04496672433595656,0.038392697958055166,0.04496672433595656,0.05083343022923419,0.03212869567985945,0.0279460545390605,0.0012967079125821483,0.000780981964300144,0.0,0.29500000000000004,5,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
14,llm,0.16443363382963128,"{""LQDT"": 0.49, ""AKMB"": 0.33, ""TBRU"": 0.18}",1,0.17206163382963127,0.03296679334624264,0.028849210543400398,0.03296679334624264,0.036594004684675656,0.024428178223306035,0.021241040014105744,0.0007452327318132456,0.00045118178088084126,0.0,0.38139999999999996,3,99,google/gemini-3.1-pro-preview,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
