step,model,train_start,train_end,test_start,test_end,score_train,mu_ann_train,sigma_q_0.9_train,risk_violation_train,realized_return_test,realized_vol_test,realized_mu_ann_test,n_assets,evaluated_portfolios_train,weights_json
99,openai/gpt-oss-120b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00,0.09007709119252769,0.09341042452586101,0.2242171830316102,0.0,-0.03086734593401652,0.06592493364522602,-0.3762453427214592,6,142,"{""MOEX"": 0.16666666666666666, ""SPBE"": 0.16666666666666666, ""EUR_RUB__TOM"": 0.16666666666666666, ""USD000UTSTOM"": 0.16666666666666666, ""CHFRUB_TOM"": 0.16666666666666666, ""SBER"": 0.16666666666666666}"
