model,step,iteration,best_score,parsed_candidates,accepted_candidates,mean_score,max_score,portfolios_count,epoch
openai/gpt-oss-120b,99,-1,,,,-0.3131809363532813,-0.0084953113145306,10,-1
openai/gpt-oss-120b,99,0,0.0044077400689679,3.0,3.0,-0.019417452526408398,0.0044077400689679,3,0
openai/gpt-oss-120b,99,1,0.013542634698951,3.0,3.0,-0.007099431175823599,0.013542634698951,3,1
openai/gpt-oss-120b,99,2,0.0257400999664925,3.0,3.0,0.0049141807611635,0.0257400999664925,3,2
openai/gpt-oss-120b,99,3,0.0257400999664925,3.0,2.0,0.0132429931285135,0.0245211840272512,2,3
openai/gpt-oss-120b,99,4,0.0257400999664925,3.0,3.0,0.0075479622117927,0.0165979750835941,3,4
openai/gpt-oss-120b,99,5,0.0257400999664925,3.0,2.0,0.01294266004137835,0.0167271558173932,2,5
openai/gpt-oss-120b,99,6,0.0257400999664925,3.0,3.0,0.0163161957280217,0.020635890528765,3,6
openai/gpt-oss-120b,99,7,0.025969688998314,3.0,3.0,0.0165941071451853,0.025969688998314,3,7
openai/gpt-oss-120b,99,8,0.0341025449326902,3.0,3.0,0.018289692122052933,0.0341025449326902,3,8
openai/gpt-oss-120b,99,9,0.0341025449326902,3.0,1.0,0.0195358069620769,0.0195358069620769,1,9
openai/gpt-oss-120b,99,10,0.0341025449326902,3.0,3.0,0.014021874873669732,0.0202704237449738,3,10
openai/gpt-oss-120b,99,11,0.0341025449326902,3.0,3.0,0.0140989004350773,0.0269590159057339,3,11
openai/gpt-oss-120b,99,12,0.0341025449326902,3.0,3.0,0.0105468262745146,0.0150181239527683,3,12
openai/gpt-oss-120b,99,13,0.0341025449326902,3.0,3.0,0.0087303850535677,0.0261198307294605,3,13
openai/gpt-oss-120b,99,14,0.0341025449326902,3.0,3.0,0.01645542688770023,0.0239530329025155,3,14
openai/gpt-oss-120b,99,15,0.0355207356540992,3.0,3.0,0.021765924231425437,0.0355207356540992,3,15
