model,asset,evaluated_count,llm_count,seed_count,avg_weight_when_present,max_weight_when_present,avg_candidate_score,best_candidate_score,avg_candidate_sigma_q09
openai/gpt-oss-20b,USD000UTSTOM,25,23,2,0.13120313433223008,0.21052631578947367,0.0013442793911265846,0.0205074996313329,0.1562291845540806
openai/gpt-oss-20b,FXMM,24,23,1,0.12422840766910802,0.2,0.007841032551478945,0.026042562105779,0.12214869370454952
openai/gpt-oss-20b,LKOH,23,23,0,0.10790372442473324,0.2,-0.03559765004183533,0.0304326535372979,0.2584031251395053
openai/gpt-oss-20b,EUR_RUB__TOM,12,10,2,0.13720846579405926,0.27069729892782907,-0.11895868722402035,0.0160833357631875,0.1294150505307237
openai/gpt-oss-20b,NVTK,10,9,1,0.11867640284838357,0.3221919923328522,-0.09972531880896186,0.0304326535372979,0.27687045988156117
openai/gpt-oss-20b,FXCN,8,8,0,0.18472222222222223,0.25,0.005715444387477137,0.0239286509529574,0.06642630773352126
openai/gpt-oss-20b,TATN,8,7,1,0.12303443478713508,0.40316436718596943,-0.12079614019007939,0.0304326535372979,0.2454942842015724
openai/gpt-oss-20b,RUAL,5,4,1,0.09428937085658272,0.2,-0.2658663137417718,0.0304326535372979,0.28366646845719296
openai/gpt-oss-20b,ASTR,4,3,1,0.10778819959054738,0.18115279836218948,-0.24221758743143282,-0.0040427786730912,0.2842676957240404
openai/gpt-oss-20b,ENPG,3,3,0,0.15175438596491228,0.2,-0.300908770003633,0.0117192066639934,0.3287546967108202
openai/gpt-oss-20b,CHMF,3,3,0,0.10545808966861599,0.11111111111111113,-0.0385299498209872,0.0195819999535075,0.2787327616571855
